Using GPU for training.
Epoch 335, Score -18.0000, Loss 0.1416, Time 1.3953
Epoch 336, Score -20.0000, Loss 0.1213, Time 1.4054
Epoch 337, Score -1.0000, Loss 0.1453, Time 1.4210
Epoch 338, Score -1.0000, Loss 0.1204, Time 1.4063
Epoch 339, Score -3.0000, Loss 0.1446, Time 1.4083
Epoch 340, Score -5.0000, Loss 0.1046, Time 1.4128
Epoch 341, Score -7.0000, Loss 0.0966, Time 1.4133
Epoch 342, Score -10.0000, Loss 0.1250, Time 1.4509
Epoch 343, Score -12.0000, Loss 0.1121, Time 1.4268
Epoch 344, Score -14.0000, Loss 0.1247, Time 1.4332
Epoch 345, Score -16.0000, Loss 0.0906, Time 1.4201
Epoch 346, Score -18.0000, Loss 0.0843, Time 1.4320
Epoch 347, Score -20.0000, Loss 0.1111, Time 1.4391
Epoch 348, Score -1.0000, Loss 0.1008, Time 1.4464
Epoch 349, Score -2.0000, Loss 0.1059, Time 1.4324
Epoch 350, Score -4.0000, Loss 0.1014, Time 1.4398
Epoch 351, Score -6.0000, Loss 0.1019, Time 1.4500
Epoch 352, Score -9.0000, Loss 0.1006, Time 1.4436
Epoch 353, Score -11.0000, Loss 0.1020, Time 1.4506
Epoch 354, Score -13.0000, Loss 0.1040, Time 1.4527
Epoch 355, Score -15.0000, Loss 0.1007, Time 1.4500
Epoch 356, Score -17.0000, Loss 0.1032, Time 1.4471
Epoch 357, Score -19.0000, Loss 0.0960, Time 1.4600
Epoch 358, Score 0.0000, Loss 0.0927, Time 1.4674
Epoch 359, Score -2.0000, Loss 0.0997, Time 1.4570
Epoch 360, Score -4.0000, Loss 0.0994, Time 1.4658
Epoch 361, Score -6.0000, Loss 0.0976, Time 1.4674
Epoch 362, Score -8.0000, Loss 0.0864, Time 1.4696
Epoch 363, Score -9.0000, Loss 0.0971, Time 1.4658
Epoch 364, Score -10.0000, Loss 0.0718, Time 1.4710
Epoch 365, Score -9.0000, Loss 0.0885, Time 1.4739
Epoch 366, Score -11.0000, Loss 0.1150, Time 1.4685
Epoch 367, Score -13.0000, Loss 0.0975, Time 1.4749
Epoch 368, Score -15.0000, Loss 0.0769, Time 1.4760
Epoch 369, Score -17.0000, Loss 0.0938, Time 1.4797
Epoch 370, Score -19.0000, Loss 0.0813, Time 1.4888
Epoch 371, Score -1.0000, Loss 0.0798, Time 1.5078
Epoch 372, Score -1.0000, Loss 0.0733, Time 1.4866
Epoch 373, Score -3.0000, Loss 0.0896, Time 1.4932
Epoch 374, Score -6.0000, Loss 0.0755, Time 1.4908
Epoch 375, Score -8.0000, Loss 0.0728, Time 1.4972
Epoch 376, Score -10.0000, Loss 0.0842, Time 1.5004
Epoch 377, Score -12.0000, Loss 0.0722, Time 1.5037
Epoch 378, Score -14.0000, Loss 0.0709, Time 1.5250
Epoch 379, Score -16.0000, Loss 0.0680, Time 1.5032
Epoch 380, Score -18.0000, Loss 0.0709, Time 1.5126
Epoch 381, Score -20.0000, Loss 0.0806, Time 1.5125
Epoch 382, Score -1.0000, Loss 0.0811, Time 1.5268
Epoch 383, Score -3.0000, Loss 0.0674, Time 1.5112
Epoch 384, Score -5.0000, Loss 0.0920, Time 1.5222
Epoch 385, Score -6.0000, Loss 0.0849, Time 1.5275
Epoch 386, Score -7.0000, Loss 0.0666, Time 1.5561
Epoch 387, Score -9.0000, Loss 0.0746, Time 1.5524
Epoch 388, Score -12.0000, Loss 0.0801, Time 1.5509
Epoch 389, Score -14.0000, Loss 0.0830, Time 1.5421
Epoch 390, Score -16.0000, Loss 0.0722, Time 1.5477
Epoch 391, Score -18.0000, Loss 0.0688, Time 1.5611
Epoch 392, Score -20.0000, Loss 0.0890, Time 1.5801
Epoch 393, Score -1.0000, Loss 0.0646, Time 1.5969
Epoch 394, Score 0.0000, Loss 0.0732, Time 1.5449
Epoch 395, Score -2.0000, Loss 0.0632, Time 1.5577
Epoch 396, Score -3.0000, Loss 0.0916, Time 1.5572
Epoch 397, Score -5.0000, Loss 0.1079, Time 1.5518
Epoch 398, Score -7.0000, Loss 0.1109, Time 1.5603
Epoch 399, Score -10.0000, Loss 0.1051, Time 1.5646
Epoch 400, Score -12.0000, Loss 0.0767, Time 1.5558
Epoch 401, Score -13.0000, Loss 0.0763, Time 1.5706
Epoch 402, Score -13.0000, Loss 0.0772, Time 1.5718
Epoch 403, Score -15.0000, Loss 0.0651, Time 1.5634
Epoch 404, Score -17.0000, Loss 0.0708, Time 1.5700
Epoch 405, Score 0.0000, Loss 0.0681, Time 1.5909
Epoch 406, Score -1.0000, Loss 0.0821, Time 1.5756
Epoch 407, Score -2.0000, Loss 0.0685, Time 1.5827
Epoch 408, Score -4.0000, Loss 0.0765, Time 1.5858
Epoch 409, Score -5.0000, Loss 0.0660, Time 1.6059
Epoch 410, Score -6.0000, Loss 0.0726, Time 1.6387
Epoch 411, Score -7.0000, Loss 0.0706, Time 1.6168
Epoch 412, Score -9.0000, Loss 0.0539, Time 1.5970
Epoch 413, Score -12.0000, Loss 0.0585, Time 1.5945
Epoch 414, Score -14.0000, Loss 0.0562, Time 1.6068
Epoch 415, Score -16.0000, Loss 0.0594, Time 1.6039
Epoch 416, Score -18.0000, Loss 0.0626, Time 1.6080
Epoch 417, Score -20.0000, Loss 0.0568, Time 1.6036
Epoch 418, Score 0.0000, Loss 0.0586, Time 1.6290
Epoch 419, Score -2.0000, Loss 0.0639, Time 1.6202
Epoch 420, Score -3.0000, Loss 0.0663, Time 1.6208
Epoch 421, Score -4.0000, Loss 0.0687, Time 1.6167
Epoch 422, Score -7.0000, Loss 0.0511, Time 1.6137
Epoch 423, Score -9.0000, Loss 0.0646, Time 1.6185
Epoch 424, Score -11.0000, Loss 0.0590, Time 1.6188
Epoch 425, Score -13.0000, Loss 0.0657, Time 1.6220
Epoch 426, Score -15.0000, Loss 0.0607, Time 1.6213
Epoch 427, Score -17.0000, Loss 0.0577, Time 1.6337
Epoch 428, Score -20.0000, Loss 0.0609, Time 1.6379
Epoch 429, Score 0.0000, Loss 0.0591, Time 1.6589
Epoch 430, Score -2.0000, Loss 0.0579, Time 1.6454
Epoch 431, Score -4.0000, Loss 0.0693, Time 1.6442
Epoch 432, Score -6.0000, Loss 0.0615, Time 1.6481
Epoch 433, Score -7.0000, Loss 0.0504, Time 1.6524
Epoch 434, Score -9.0000, Loss 0.0527, Time 1.6436
